FILE	T308_05745	T308_01980	pbp1A	pepN	spr1868	MYY_1559	SPNOXC_18220	SPCG_0300	folC	SP_0994	T308_07955	proS	SP_1378	glmU	pfkA	SPH_0698	gltX	SPP_1577	SPH_2221	SPH_0011	mraW	ABC-MSP	SPNINV200_04030	SPN23F_03890	groEL	fmt	SPN23F_06830	SP_0801	SP_1369	lysA	spr0747	SPH_2425	SPG_0791	hrcA	mutM	sulD	recF	MYY_0732	deoB	rseP	T308_09660	SPAP_0959	dapA	SPCG_0009	SPNOXC_10430	SPH_1568	SPNINV200_01840	sufB	SP70585_1946	recX	SPH_1677	proC	engC	dnaB	SPH_0901	SPCG_0004	glcK	trxB	T308_07675	SPNINV200_19970	HMPREF1038_01932	SPG_1501	SPCG_1853	deoC	SPCG_1945	SPCG_1937	pgk	ftsZ	SPN23F_19960	SP_1388	SP_1893	nagA	coaE	SPNA45_02072	INV104_10950	SPN23F_14690	dapB	SPCG_1000	spr1655	SPNOXC_13960	cpoA	thyA	rnz	SP670_2364	nadD	exoA	SPH_0308	accC	era	MYY_0831	SPCG_0199	SPT_0815	SPN23F_14860	SPN034156_10190	trsA	lgt	carA	adk	ulaD	pstS	SP_0204	recU	spr1158	T308_01440	SPNA45_00786	rpe2	spr0664	dnaQ	spr1400	SPAP_1556	amiF	rnc	INV104_16000	T308_05720	gla	HMPREF1038_01632	SPCG_0812	nagB	frr	T308_00050	fabG	HMPREF0837_11925	eutD	nrdF	SP70585_1168	pstB2	SP70585_0662	rpoA	SPCG_1623	T308_02840	spr2028	pstB3	deoR	SPN034156_04020	SPCG_1487	ctsR	secY	HMPREF1038_01954	SPJ_1559	HMPREF1038_01728	spr0488	nrdG	T308_10820	T308_10680	codY	SPNOXC_15600	nifU	thiW	gapA	upp	T308_08170	SPH_1611	rplB	hpt	SP670_0262	HMPREF1038_00527	SPNINV200_13110	HMPREF1038_00979	T308_05785	spr0026	T308_06415	SP_1580	ftsE	pgsA	SPAP_0270	pyrH	SP670_2107	psaC	gpmA	SPJ_0703	T308_03580	fabZ	clpP	SP670_1952	SP670_1938	dut	MYY_0778	rplC	T308_03475	HMPREF0837_10669	T308_08525	T308_08805	rplI	ciaR	MYY_1563	SPCG_0966	T308_06605	rnpA	lspA	SPP_1560	SPCG_0306	ftsL	T308_04825	T308_10715	rplU	SPNA45_00008	rpsI	SPP_1430	spr1316	SPP_1761	accB	rpsH	MYY_0416	T308_01970	rpsM	SPH_1429	spr0980	rpsE	rpsG	T308_04655	SPH_0772	spxA	rplX	rpsJ	SPNA45_01833	rplN	T308_05750	rplT	SPAP_0276	SP670_2349	SPNOXC_15380	rpsR	rpsL	rplW	infA	SPCG_1446	asp23	pyrR	T308_01120	rpsO	rplP	rpsQ	T308_03960	T308_01145	rpsS	rpmC	rpmI
6805_6#5	1	45	26	22	55	2	65	44	2	2	69	4	60	7	2	8	2	41	41	37	10	44	1	35	2	8	2	13	2	5	10	25	3	10	48	43	32	2	3	28	8	7	4	9	8	27	2	4	6	13	29	18	5	1	2	2	2	16	1	3	1	36	3	7	34	8	2	4	5	28	23	3	7	25	15	1	3	4	2	29	20	25	2	2	19	6	8	2	3	2	2	2	19	2	3	9	3	4	24	19	3	3	5	13	9	13	5	6	22	1	3	6	2	2	3	3	2	2	2	3	2	3	2	2	1	2	3	1	2	3	2	5	4	2	2	4	2	2	2	2	2	17	1	1	2	2	3	4	2	2	2	2	2	2	1	2	2	2	3	2	2	2	1	2	1	2	5	2	2	11	11	12	2	3	4	2	2	1	1	2	1	7	1	2	1	2	2	3	9	2	2	1	1	2	2	5	1	1	1	11	1	2	3	2	1	2	2	1	1	2	1	1	2	2	2	1	1	5	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6805_4#10	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	5	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	6	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	3	1	2	1	2	11	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6972_2#8	10	34	15	2	23	40	10	63	19	6	7	18	4	5	3	19	13	20	1	2	7	2	10	3	2	48	7	3	46	5	2	1	28	10	22	44	2	4	4	11	7	3	16	3	4	14	2	3	6	19	1	7	33	1	1	2	12	13	1	3	3	8	3	38	36	8	2	2	5	4	1	3	21	2	2	1	15	8	10	3	21	3	2	2	13	1	3	2	3	5	24	1	4	2	3	2	3	12	1	3	2	3	4	26	3	13	5	4	7	1	3	2	9	10	3	3	3	2	2	10	2	3	2	2	1	2	2	1	2	1	2	3	4	2	2	4	2	2	2	2	2	2	1	1	2	8	4	2	2	2	2	10	1	1	10	2	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	3	2	3	7	2	2	1	1	2	2	2	1	2	1	2	2	1	3	2	2	1	1	1	2	2	1	2	1	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6807_3#8	82	81	81	2	57	45	66	8	70	2	70	4	65	5	2	48	3	23	44	1	49	3	26	36	1	47	7	4	47	5	2	2	1	36	3	1	2	33	2	7	31	3	2	2	7	2	2	21	6	40	31	37	31	17	2	2	2	5	1	32	4	5	7	36	35	2	11	23	3	29	3	19	3	2	2	1	3	37	5	2	4	4	13	24	3	4	2	2	3	2	2	2	28	4	3	5	3	2	23	18	16	26	2	25	3	21	22	2	32	1	3	2	20	2	3	3	2	3	2	24	1	3	2	6	1	2	3	1	2	2	2	2	4	9	2	4	2	2	20	2	2	4	2	1	2	18	21	4	9	2	2	10	1	2	1	2	14	2	14	2	6	2	1	2	1	2	1	2	8	2	2	2	2	3	4	12	9	1	1	8	1	7	1	2	1	2	2	3	3	2	2	2	1	2	3	2	1	1	5	2	2	2	4	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	4	1	1	1	1	1	2	1	1	1	1
6593_4#14	84	83	48	2	58	4	67	64	2	4	26	4	54	5	70	10	9	4	19	5	7	10	27	4	1	17	7	8	5	29	20	2	1	4	7	45	7	2	4	1	4	3	5	2	4	4	2	3	6	41	32	2	3	1	2	2	4	31	5	3	24	16	7	5	32	9	2	4	22	19	12	4	12	2	3	2	2	7	2	2	2	1	2	2	3	2	8	2	3	2	3	1	6	2	3	5	3	2	3	2	4	6	5	9	3	13	12	2	15	16	4	2	17	2	3	3	3	2	4	8	1	3	2	13	1	2	2	1	2	2	3	2	3	2	2	4	2	2	2	2	5	7	4	1	2	2	22	2	2	3	14	3	1	2	1	11	2	3	3	2	3	1	3	2	1	4	2	2	1	2	1	4	2	1	1	2	3	7	1	2	2	7	1	2	1	2	2	3	3	2	2	13	1	1	2	8	1	1	1	2	6	10	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6710_7#20	1	84	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	26	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6664_1#8	76	2	76	5	1	2	2	62	2	43	62	4	39	33	2	10	2	4	3	2	2	10	2	4	2	43	2	15	42	13	20	1	29	2	22	1	2	2	2	27	14	2	32	23	2	2	2	2	3	2	8	3	3	1	2	2	2	2	1	4	3	2	3	2	27	3	2	4	3	2	3	3	12	2	2	1	3	16	2	24	2	2	2	1	2	2	2	2	3	2	2	1	2	4	2	2	10	2	2	17	2	3	22	4	2	4	2	3	3	1	3	16	1	2	4	3	2	2	2	2	12	2	2	2	1	2	5	1	2	3	2	2	4	4	2	25	2	2	2	2	2	2	1	1	2	2	2	4	2	2	2	3	1	1	1	2	12	3	1	2	2	2	2	2	1	2	1	2	1	2	1	2	2	3	1	2	2	1	1	2	2	2	1	2	1	2	2	3	1	2	2	1	1	1	2	2	1	2	1	9	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	4	1	1	2	1	1	1	1
6259_7#12	25	85	15	2	59	2	18	10	71	5	69	18	2	45	2	49	3	4	14	7	7	3	1	4	2	20	7	8	5	7	2	2	1	32	49	1	6	29	2	1	4	25	16	2	4	14	21	3	3	42	33	7	5	1	2	2	28	23	1	5	3	4	2	2	7	31	2	2	3	4	3	3	32	2	3	1	9	11	27	2	3	4	2	25	19	2	11	2	3	13	25	1	8	2	3	5	3	4	1	3	2	3	5	27	4	16	5	25	3	1	13	6	13	13	2	2	2	2	2	2	2	3	2	3	1	3	18	1	2	3	2	2	4	3	2	4	2	2	3	2	2	18	2	1	2	2	23	3	2	2	2	2	1	2	1	2	2	2	1	2	6	2	3	2	1	2	5	2	1	2	1	13	2	3	1	2	2	1	1	2	1	2	1	2	1	2	2	3	3	3	2	1	1	1	2	2	1	1	2	11	2	2	2	2	1	7	2	1	1	2	1	1	4	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7038_6#2	85	86	82	2	60	46	68	13	2	48	29	9	66	46	3	8	13	42	14	2	48	3	2	7	4	4	2	2	8	13	2	26	3	13	4	16	6	16	2	11	6	7	1	3	5	17	2	3	6	43	7	38	3	1	2	2	29	7	1	33	4	2	2	2	25	34	2	4	3	2	3	3	28	2	2	1	5	13	2	2	3	3	2	2	2	3	8	2	2	21	2	25	4	2	3	5	3	2	1	3	4	3	28	3	6	3	2	2	18	1	3	3	1	2	2	19	2	19	2	2	1	3	2	2	1	3	5	1	2	3	2	4	3	4	2	2	2	2	2	2	22	3	16	1	2	20	24	4	2	6	3	18	1	1	1	2	2	2	2	5	7	2	3	2	1	2	2	2	2	2	12	10	2	4	1	2	2	1	1	2	2	10	1	2	1	2	2	3	9	3	2	1	2	1	2	2	2	7	2	2	2	2	2	2	1	7	2	1	1	2	2	1	2	2	2	5	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7054_6#24	13	87	83	2	47	2	16	10	72	11	71	4	4	13	3	12	39	42	13	5	19	3	2	37	2	8	2	12	26	33	2	2	3	10	3	4	2	2	2	1	2	3	2	2	4	5	2	9	6	6	8	3	3	1	2	2	30	4	1	3	2	5	2	2	25	6	2	3	2	30	3	14	5	2	7	1	3	11	2	2	2	2	13	7	30	1	3	2	3	2	13	2	4	2	3	5	3	2	3	3	10	3	4	5	9	3	5	2	18	17	3	5	2	19	2	3	3	2	2	3	5	3	2	2	1	2	2	1	2	3	2	2	4	2	2	2	2	2	1	17	3	4	6	1	1	2	3	2	2	3	2	20	1	2	1	2	2	2	1	2	7	1	3	2	1	2	2	2	1	2	13	3	2	3	4	2	10	1	1	2	2	1	1	2	1	10	2	2	3	6	2	1	1	2	2	2	1	1	1	12	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6680_4#19	12	2	76	58	1	2	61	60	2	23	59	4	39	4	2	10	2	4	7	2	50	2	2	4	2	45	2	15	42	13	2	1	29	2	3	1	2	2	2	19	14	2	2	23	2	2	2	2	3	2	8	3	3	1	2	2	2	2	1	3	2	2	3	2	33	13	2	4	2	2	3	3	17	2	7	1	3	35	2	24	4	2	2	1	2	2	2	2	3	2	26	1	2	22	2	2	3	2	3	2	2	3	22	4	2	4	2	2	3	1	3	16	1	2	4	3	2	2	2	2	12	2	2	2	1	2	5	1	2	3	2	2	4	4	2	4	2	2	2	2	2	2	1	1	2	2	2	4	2	2	2	3	1	1	1	2	12	2	1	2	2	2	2	2	1	2	1	2	1	2	1	2	2	3	1	2	2	1	1	2	2	2	1	2	1	2	2	3	1	2	2	2	1	1	2	2	1	2	1	2	1	2	13	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6805_6#22	82	88	37	2	18	45	66	8	70	2	33	4	65	5	2	3	3	4	44	1	2	3	26	34	1	47	7	4	2	5	2	2	1	36	3	1	2	33	2	7	31	3	2	2	4	2	2	21	6	40	34	37	31	1	2	2	4	32	1	3	25	5	7	36	35	2	2	3	3	29	3	4	3	2	28	1	25	37	5	2	4	4	13	24	3	4	2	2	3	2	2	2	20	25	3	5	3	2	23	18	16	3	2	25	3	21	23	2	3	4	3	2	1	2	3	3	2	3	2	24	1	3	2	6	1	2	19	1	2	3	2	2	4	9	2	4	2	2	2	2	23	4	2	1	2	18	21	4	2	2	2	10	1	2	1	2	14	2	14	2	6	2	3	2	1	2	1	2	1	2	2	2	2	3	4	12	2	1	1	2	1	7	9	2	1	2	2	3	3	2	2	2	1	2	3	2	1	1	5	2	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	4	1	1	1	1	1	2	1	1	1	1
6680_4#17	35	7	37	59	61	47	40	12	73	2	7	4	4	5	2	3	13	4	14	1	7	3	1	4	1	49	7	12	8	34	2	2	1	37	16	46	28	34	25	1	6	7	32	2	4	12	2	3	6	5	21	13	3	1	2	2	3	7	1	10	3	4	27	1	2	9	2	4	2	2	1	3	33	2	30	1	10	16	2	2	2	2	2	2	4	2	2	2	3	2	2	6	29	26	1	7	17	1	7	3	2	3	3	2	3	2	15	3	2	18	3	2	9	20	6	2	2	2	14	25	1	3	2	2	1	2	5	1	2	3	2	2	8	4	2	4	2	16	3	10	1	2	2	1	2	2	15	2	2	2	2	4	1	1	1	2	2	12	15	2	8	2	3	2	1	2	2	2	1	2	2	2	2	3	7	2	3	1	1	2	2	7	10	2	1	2	2	11	3	2	2	1	1	1	2	2	1	1	11	2	2	2	3	2	1	4	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6631_5#1	76	2	76	5	1	2	2	60	2	43	62	4	39	33	2	10	2	4	3	2	2	10	2	4	2	43	2	15	42	30	20	1	29	2	22	1	2	2	2	27	14	2	32	23	2	2	2	2	3	2	8	3	3	1	2	2	2	2	1	3	2	2	3	2	33	13	2	4	2	2	3	3	12	2	2	1	3	16	2	24	4	2	2	1	2	2	2	2	3	2	2	1	2	22	2	2	10	2	2	17	2	3	22	4	2	4	2	3	3	1	3	16	1	2	4	3	2	2	2	2	12	2	2	2	1	2	5	1	2	3	2	2	4	4	2	4	2	2	2	2	2	2	1	1	2	2	2	4	2	2	2	3	1	1	1	2	12	2	1	2	2	2	2	2	1	2	1	2	1	2	1	2	2	3	1	2	2	1	1	2	2	2	1	2	1	2	2	3	1	2	2	1	1	1	2	2	1	2	1	9	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6731_4#5	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	25	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	26	2	2	2	2	2	3	17	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7004_7#50	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	35	3	2	4	2	3	4	15	4	4	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	20	2	2	2	3	1	4	26	2	1	3	4	4	2	2	3	2	2	3	3	7	2	20	2	2	1	2	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	3	4	18	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	2	3	3	2	2	7	1	1	2	2	2	2	1	2	2	2	14	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7038_4#7	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	35	3	2	4	2	3	4	4	4	4	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	20	2	2	2	3	1	4	26	2	1	3	4	4	2	2	3	2	2	3	3	7	2	20	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	3	4	18	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	7	1	1	2	2	2	2	1	2	2	2	14	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6823_6#9	87	78	85	2	19	40	28	10	66	2	41	4	68	5	3	8	3	31	46	2	2	3	2	7	2	46	11	12	2	5	2	1	1	7	3	1	22	4	2	1	7	2	9	3	4	1	2	3	6	2	8	36	5	1	2	2	4	5	1	5	2	8	2	2	34	31	2	22	5	2	23	3	5	11	11	1	27	2	6	20	3	26	1	2	4	3	2	3	3	22	2	2	4	2	1	5	3	8	22	3	15	3	5	3	12	13	15	24	15	1	3	2	2	2	2	3	3	2	3	2	2	14	2	2	1	2	4	1	2	3	13	15	4	2	9	4	2	2	3	2	5	2	1	1	2	13	2	2	2	2	2	2	1	1	1	2	2	2	1	2	7	2	3	2	11	4	2	2	9	2	2	13	2	3	4	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1	1	2	7	2	2	2	1	8	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	4	5	1	1	2	1	1	1	1
6949_4#24	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6730_7#15	66	67	72	2	9	9	2	52	23	2	57	5	61	6	2	15	3	31	3	34	20	34	1	4	1	5	1	2	6	2	2	2	27	8	4	40	2	12	2	2	2	7	5	5	14	5	2	3	5	5	8	2	3	1	2	2	2	1	1	10	3	4	2	7	25	4	2	4	1	2	12	3	29	2	23	1	5	4	6	3	2	4	4	26	2	2	2	2	3	2	12	1	12	2	3	3	14	2	3	3	4	10	4	4	3	3	5	2	6	1	3	2	9	2	3	3	3	2	2	3	2	3	2	2	1	2	3	1	2	3	15	1	9	2	2	2	9	3	2	2	20	8	3	1	2	2	4	2	2	3	2	2	1	2	1	2	2	3	1	2	7	2	2	2	1	2	5	2	2	2	2	15	2	3	7	2	2	1	1	6	2	7	1	2	1	2	2	10	2	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	1	5	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7038_5#21	45	6	86	55	53	2	16	8	53	2	64	4	59	25	2	28	9	4	19	37	2	3	1	4	2	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	34	2	37	9	4	8	2	3	5	39	35	13	29	1	2	24	2	5	1	2	3	3	2	36	32	35	2	3	7	19	3	3	5	2	2	2	31	6	12	20	2	23	2	2	13	5	24	2	3	2	2	2	4	27	3	11	3	8	3	5	4	5	5	4	21	13	1	23	3	19	3	2	1	2	3	20	2	2	2	8	1	3	2	5	1	2	3	1	13	2	2	4	4	2	2	27	2	2	2	2	5	7	2	1	2	2	2	2	2	3	2	5	1	2	1	2	2	2	2	2	6	2	3	4	1	2	5	8	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	14	2	1	1	1	2	5	1	1	1	2	2	2	6	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6840_3#20	45	6	15	55	53	2	16	8	53	2	64	4	59	25	2	28	9	4	19	37	2	3	1	4	2	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	4	2	10	9	4	8	2	3	5	39	3	13	29	1	2	24	2	5	23	10	3	37	2	36	32	35	2	3	7	19	3	3	5	2	2	2	26	2	12	3	2	23	2	2	13	5	24	2	21	2	2	2	4	2	3	5	3	8	3	5	4	3	5	4	21	13	1	23	3	1	3	2	1	2	3	3	2	2	2	8	1	3	2	5	1	2	3	1	2	2	2	4	4	2	2	4	2	2	2	2	5	7	2	1	12	2	2	2	2	2	2	5	1	2	1	2	2	2	2	2	6	7	3	4	1	2	5	2	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	1	2	5	1	1	1	2	2	2	6	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6631_5#6	3	3	15	2	3	2	3	65	3	2	73	4	3	3	3	3	9	4	3	3	2	3	1	33	2	51	36	3	3	3	2	2	1	14	3	47	3	3	2	1	3	3	1	2	3	3	2	3	27	3	36	3	3	1	2	3	3	5	1	3	3	7	3	5	3	3	3	2	2	2	3	3	3	2	3	1	3	3	3	3	2	3	2	2	2	3	3	2	3	2	3	2	3	2	3	3	3	1	6	3	2	3	2	2	3	3	21	2	3	1	3	2	2	3	3	3	3	3	3	3	1	3	1	2	1	2	1	1	2	3	2	4	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	2	2	1	1	1	2	2	2	1	2	3	2	3	1	1	3	2	2	1	12	1	2	2	1	1	2	2	1	1	2	1	7	1	2	1	2	2	12	2	2	3	1	2	1	2	2	1	1	1	2	2	2	3	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6899_7#23	79	45	26	22	55	35	62	44	2	46	75	4	60	44	2	8	2	44	41	37	10	44	1	35	2	3	2	7	2	5	10	25	3	10	46	43	32	4	3	28	8	7	4	2	4	27	2	4	6	13	29	18	5	1	2	2	2	16	1	3	4	36	3	7	34	8	2	4	5	28	3	3	12	25	15	1	3	4	10	2	11	25	2	2	2	6	24	2	3	2	2	2	19	2	3	9	3	4	26	3	3	3	13	13	9	13	15	2	22	1	3	6	2	2	3	2	2	2	2	3	2	3	2	2	1	2	3	1	2	3	2	2	4	2	2	4	2	2	3	2	2	4	1	1	2	2	3	4	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	1	2	5	2	1	11	15	12	2	3	4	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	2	2	5	1	1	1	2	1	2	3	2	1	2	2	1	1	2	1	1	2	2	2	1	1	5	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7011_6#12	12	78	72	2	19	40	2	10	76	2	41	4	61	5	3	8	3	31	3	2	20	3	2	7	2	46	11	12	6	5	2	1	1	7	3	1	22	4	2	1	7	2	9	3	4	1	2	3	6	2	8	36	5	1	2	2	4	5	1	5	2	8	2	2	34	31	2	22	5	2	21	3	5	11	11	1	27	2	6	26	3	26	1	23	4	3	2	2	3	2	12	2	4	2	1	5	3	8	22	3	30	10	5	3	12	13	15	24	15	1	3	2	2	2	2	3	3	2	3	2	1	3	2	2	1	2	4	1	2	3	13	15	4	2	9	4	2	2	3	2	5	2	1	1	2	13	2	2	2	2	2	2	1	1	1	5	2	2	1	2	7	2	3	2	1	4	2	2	1	2	2	4	2	3	4	2	2	1	1	6	2	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	8	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	4	5	1	1	2	1	1	1	1
6736_8#24	8	8	8	7	5	6	8	16	4	2	8	1	5	4	3	9	1	7	3	5	7	3	1	4	2	6	3	5	5	7	3	2	1	7	8	4	6	8	6	1	9	5	8	6	4	12	2	3	6	7	15	14	5	1	2	5	2	5	1	5	3	1	6	4	7	8	10	3	24	2	3	3	12	2	5	1	6	6	7	2	3	5	1	2	3	1	3	2	3	2	6	9	4	2	3	5	3	4	1	3	4	3	3	2	26	6	5	3	4	1	3	4	2	4	3	3	3	2	2	3	2	3	2	2	1	2	5	1	2	4	3	1	4	3	2	6	3	2	3	2	2	5	2	1	2	2	6	1	2	4	2	2	1	2	1	2	16	13	1	2	4	2	1	2	1	2	2	2	1	2	2	3	2	3	1	1	3	1	1	2	3	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	1	3	3	2	1	2	2	1	1	2	1	1	2	2	2	6	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
