Key	strain	species-biovar	host	publication	year	panel1	country	ST	bruce06-BRU1322	bruce08-BRU1134	bruce11-BRU211	bruce12-BRU73	bruce42-BRU424	bruce43-BRU379	bruce45-BRU233	bruce55-BRU2066	bruce18-BRU339	bruce19-BRU324	bruce21-BRU329	bruce04-BRU1543	bruce07-BRU1250	bruce09-BRU588	bruce16-BRU548	bruce30-BRU1505
bru0087	BCCN 00-8	B.suis biovar 2	cattle	Le Flèche2006	2000	8	France (63)	185	2	4	8	15	6	1	5	7	6	21	9	4	7	3	2	7
bru0088	BCCN 00-23	B.suis biovar 2	swine	Le Flèche2006	2000	7	France (87)	186	2	4	8	15	6	1	5	6	6	21	9	4	6	24	2	6
bru0089	BCCN 00-24	B.suis biovar 2	boar	Le Flèche2006	2000	7	France (87)	187	2	4	8	15	6	1	5	6	4	21	9	8	4	8	2	8
bru0090	BCCN 01-25	B.suis biovar 2	boar	Le Flèche2006	2001	16	Germany	188	2	5	8	15	5	1	5	7	5	20	9	4	12	18	2	5
bru0092	BCCN 01-30	B.suis biovar 2	swine	Le Flèche2006	2001	19	Portugal	189	2	5	8	9	5	1	5	5	6	19	9	8	5	15	2	6
bru0095	BCCN 01-34	B.suis biovar 2	swine	Le Flèche2006	2001	18	Spain (Badajoz)	190	2	5	8	9	5	1	5	4	6	19	9	7	7	11	2	7
bru0096	BCCN 01-36	B.suis biovar 2	swine	Le Flèche2006	2001	18	Spain (Huelva)	191	2	5	8	9	5	1	5	4	6	19	9	20	9	13	2	5
bru0099	BCCN 01-41	B.suis biovar 2	swine	Le Flèche2006	2001	19	Spain (Badajoz)	193	2	5	8	9	5	1	5	5	6	19	9	13	5	19	2	6
bru0100	BCCN 01-43	B.suis biovar 2	swine	Le Flèche2006	2001	19	Spain (Badajoz-Caceres)	194	2	5	8	9	5	1	5	5	6	19	9	14	5	18	2	8
bru0101	BCCN 01-45	B.suis biovar 2	swine	Le Flèche2006	2001	19	Spain (Salamanca)	195	2	5	8	9	5	1	5	5	6	19	9	14	5	7	2	6
bru0102	BCCN 01-47	B.suis biovar 2	swine	Le Flèche2006	2001	19	Spain (Toledo)	196	2	5	8	9	5	1	5	5	5	19	9	12	9	7	2	7
bru0104	BCCN 01-51	B.suis biovar 2	swine	Le Flèche2006	2001	19	Spain (Badajoz)	197	2	5	8	9	5	1	5	5	6	19	9	9	5	14	2	7
bru0105	BCCN 02-18	B.suis biovar 2	hare	Le Flèche2006	2002	9	France (49)	198	2	4	8	15	6	1	5	2	6	21	9	7	5	16	2	6
bru0106	BCCN 02-20	B.suis biovar 2	swine	Le Flèche2006	2002	7	France (79)	199	2	4	8	15	6	1	5	6	6	21	9	13	13	6	2	11
bru0107	BCCN 02-21	B.suis biovar 2	swine	Le Flèche2006	2002	11	France (23)	200	2	4	8	15	4	1	5	6	4	21	9	15	4	7	2	7
bru0108	BCCN 02-23	B.suis biovar 2	boar	Le Flèche2006	2002	7	France (73)	201	2	4	8	15	6	1	5	6	6	21	9	12	6	8	2	8
bru0110	BCCN 02-36	B.suis biovar 2	swine	Le Flèche2006	2002	7	France (72)	202	2	4	8	15	6	1	5	6	6	21	9	11	12	7	2	10
bru0112	BCCN 02-47	B.suis biovar 2	hare	Le Flèche2006	2002	10	France (42)	203	2	4	8	15	5	1	5	2	5	21	9	11	11	14	2	5
bru0113	BCCN 02-48	B.suis biovar 2	hare	Le Flèche2006	2002	9	France (49)	204	2	4	8	15	6	1	5	2	6	21	9	9	5	8	2	6
bru0114	BCCN 02-50	B.suis biovar 2	swine	Le Flèche2006	2002	7	France (72)	205	2	4	8	15	6	1	5	6	6	21	9	9	10	11	2	9
bru0116	BCCN 03-2	B.suis biovar 2	hare	Le Flèche2006	2003	10	France (38)	206	2	4	8	15	5	1	5	2	6	21	9	15	4	17	2	5
bru0117	BCCN 03-3	B.suis biovar 2	boar	Le Flèche2006	2003	16	France (37)	207	2	5	8	15	5	1	5	7	6	20	9	15	8	17	2	5
bru0118	BCCN 03-5	B.suis biovar 2	swine	Le Flèche2006	2003	12	France (03)	208	2	4	8	15	7	1	5	6	6	21	9	6	4	18	2	5
bru0119	BCCN 03-6	B.suis biovar 2	boar	Le Flèche2006	2003	7	France (73)	209	2	4	8	15	6	1	5	6	6	21	9	12	4	14	2	9
bru0120	BCCN 03-11	B.suis biovar 2	boar	Le Flèche2006	2003	7	France (35)	210	2	4	8	15	6	1	5	6	6	21	9	9	8	7	2	10
bru0122	BCCN 02-42	B.suis biovar 2	swine	Le Flèche2006	2002	16	Croatia	211	2	5	8	15	5	1	5	7	4	21	9	10	5	3	2	8
bru0125	BCCN 96-36	B.suis	swine	Le Flèche2006	1996	6	Argentina	212	2	3	6	10	4	1	5	2	4	19	9	4	5	5	5	3
bru0128	BCCN V3	B.melitensis biovar 1	human	Al Dahouk2007	UNK	47	Mexico	213	3	4	2	13	4	2	3	3	7	18	6	2	5	6	8	4
bru0129	BCCN 87-92	B.melitensis biovar 1	human	Al Dahouk2007	1997	56	United States	214	2	4	2	12	4	2	3	3	9	18	7	2	4	3	3	5
bru0131	BCCN 96-22	B.melitensis biovar 1	sheep	Le Flèche2006	1996	47	Israel	215	3	4	2	13	4	2	3	3	8	18	6	2	4	6	3	6
bru0139	BCCN 03-14	B.melitensis biovar 1	human	Al Dahouk2007	2003	52	France (91) presumably Portugal	216	3	4	3	14	5	2	3	3	6	18	5	2	4	6	5	4
bru0140	BCCN 75-478	B.melitensis biovar 1	sheep	Le Flèche2006	1975	43	Israel	217	1	5	3	13	3	2	3	2	4	20	8	5	5	3	5	4
bru0141	BCCN 90-61	B.melitensis biovar 1	unknown	Le Flèche2006	1990	47	South Africa	218	3	4	2	13	4	2	3	3	8	18	6	2	4	7	4	6
bru0142	BCCN 92-70	B.melitensis biovar 1	human	Al Dahouk2007	1992	63	France (75) presumably Iran	219	1	5	3	13	2	3	3	2	4	20	8	4	4	3	4	6
bru0143	BCCN 93-2	B.melitensis biovar 1	human	Al Dahouk2007	1993	60	France (86)	220	1	5	3	13	3	2	2	2	6	5	8	7	4	3	5	6
bru0145	BCCN 94-37	B.melitensis biovar 1	human	Al Dahouk2007	1994	43	France (75) presumably Algeria	221	1	5	3	13	3	2	3	2	4	20	8	5	4	8	6	9
bru0146	BCCN 96-137b	B.melitensis biovar 1	human	Al Dahouk2007	1996	54	Argentina	222	3	4	2	13	5	2	3	3	9	18	6	2	3	8	9	6
bru0147	BCCN 74-235	B.melitensis biovar 2	human	Al Dahouk2007	1974	51	France (69)	223	3	5	3	13	1	1	3	3	7	21	8	9	5	6	6	3
bru0148	BCCN 77-6	B.melitensis biovar 2	goat	Le Flèche2006	1977	51	France (06)	224	3	5	3	13	1	1	3	3	7	21	8	5	5	12	4	3
bru0149	BCCN 80-39	B.melitensis biovar 2	sheep	Le Flèche2006	1980	51	France (04)	225	3	5	3	13	1	1	3	3	7	23	8	7	5	14	7	3
bru0151	BCCN 82-59	B.melitensis biovar 2	human	Al Dahouk2007	1982	55	Spain (Madrid)	226	3	4	3	13	4	2	3	3	6	18	5	2	5	4	4	6
bru0152	BCCN 84-3	B.melitensis biovar 2	dog	Le Flèche2006	1984	46	Costa Rica	227	2	5	3	12	3	1	3	2	5	18	9	9	6	7	10	4
bru0153	BCCN 92-87	B.melitensis biovar 2	sheep	Le Flèche2006	1992	43	Spain (Aragon)	228	1	5	3	13	3	2	3	2	5	5	8	4	4	3	4	5
bru0154	BCCN 95-33	B.melitensis biovar 2	sheep	Le Flèche2006	1995	51	Italia (Sicilia)	229	3	5	3	13	1	1	3	3	7	21	8	5	5	7	7	3
bru0155	BCCN 96-3	B.melitensis biovar 2	human	Al Dahouk2007	1996	60	France (65) presumably Middle-East	230	1	5	3	13	3	2	2	2	6	5	8	4	4	3	6	6
bru0157	BCCN 96-30	B.melitensis biovar 2	human	Al Dahouk2007	1996	43	Israel	231	1	5	3	13	3	2	3	2	4	20	8	4	5	3	6	5
bru0159	BCCN 83-198	B.melitensis biovar 3	human	Al Dahouk2007	1983	42	Spain	232	1	5	3	13	2	2	3	2	4	20	8	5	7	3	6	5
bru0160	BCCN 91-243	B.melitensis biovar 3	sheep	Le Flèche2006	1991	51	Tunisia	233	3	5	3	13	1	1	3	3	7	22	8	6	2	9	4	3
bru0161	BCCN 92-42	B.melitensis biovar 3	human	Al Dahouk2007	1992	51	Tunisia	234	3	5	3	13	1	1	3	3	5	21	8	6	4	7	3	3
bru0163	BCCN 95-30	B.melitensis biovar 3	sheep	Le Flèche2006	1995	49	Italia (Sicilia)	235	3	6	3	14	1	1	3	3	7	22	8	7	4	6	6	3
bru0164	BCCN 95-36	B.melitensis biovar 3	goat	Le Flèche2006	1995	49	Italia (Sicilia)	236	3	6	3	14	1	1	3	3	8	22	8	5	4	8	7	3
bru0165	BCCN 96-31	B.melitensis biovar 3	sheep	Le Flèche2006	1996	44	Israel	237	1	4	3	13	3	2	3	2	4	20	8	5	4	3	4	5
bru0166	BCCN 96-32	B.melitensis biovar 3	sheep	Le Flèche2006	1996	44	Israel	238	1	4	3	13	3	2	3	2	4	20	8	6	4	3	4	5
bru0167	BCCN 96-56	B.melitensis biovar 3	sheep	Le Flèche2006	1996	49	Italia (Sicilia)	239	3	6	3	14	1	1	3	3	7	21	8	7	6	8	4	3
bru0169	BCCN 96-97	B.melitensis biovar 3	cattle	Le Flèche2006	1996	50	Italia (Sicilia)	240	3	5	3	14	1	1	3	3	7	21	8	7	4	9	8	3
bru0170	BCCN 96-142	B.melitensis biovar 3	human	Al Dahouk2007	1996	42	France (69) presumably Portugal	241	1	5	3	13	2	2	3	2	4	20	8	5	7	3	4	5
bru0172	BCCN 02-3	B.melitensis biovar 3	human	Al Dahouk2007	2002	51	Tunisia	243	3	5	3	13	1	1	3	3	9	21	8	7	4	3	10	3
bru0173	BCCN 02-4	B.melitensis biovar 3	human	Al Dahouk2007	2002	51	Tunisia	244	3	5	3	13	1	1	3	3	7	21	8	9	4	9	6	3
bru0175	BCCN 02-5	B.melitensis biovar 3	human	Al Dahouk2007	2002	51	Tunisia	245	3	5	3	13	1	1	3	3	9	21	8	5	5	3	9	3
bru0176	BCCN 02-6	B.melitensis biovar 3	human	Al Dahouk2007	2002	51	Tunisia	246	3	5	3	13	1	1	3	3	9	21	8	5	5	3	10	3
bru0177	BCCN 03-1	B.melitensis biovar 3	human	Al Dahouk2007	2003	42	France (75)	247	1	5	3	13	2	2	3	2	4	20	8	5	7	3	5	5
bru0178	BCCN 03-13	B.melitensis biovar 3	human	Al Dahouk2007	2003	51	France (06)	248	3	5	3	13	1	1	3	3	7	22	8	7	2	13	4	3
bru0179	BCCN 90-112	B.melitensis biovar 3	cattle	Le Flèche2006	1990	43	Greece	249	1	5	3	13	3	2	3	2	4	20	8	6	4	6	4	3
bru0181	BCCN 92-80	B.melitensis biovar 3	sheep	Le Flèche2006	1992	42	Spain (Basque Country)	250	1	5	3	13	2	2	3	2	4	20	8	4	7	3	4	6
bru0182	BCCN 92-106a	B.melitensis biovar 3	unknown	Le Flèche2006	1992	51	Algeria	251	3	5	3	13	1	1	3	3	7	22	8	6	2	7	4	3
bru0183	BCCN 94-16	B.melitensis biovar 3	cattle	Le Flèche2006	1994	51	France (12)	252	3	5	3	13	1	1	3	3	7	21	8	5	3	7	4	3
bru0184	BCCN 96-148	B.melitensis biovar 3	human	Al Dahouk2007	1996	51	Algeria	253	3	5	3	13	1	1	3	3	7	22	8	8	2	9	4	3
bru0185	BCCN R19	B.melitensis rough	goat	Le Flèche2006	UNK	48	Malta	254	3	4	3	13	5	2	3	3	6	18	5	2	4	8	6	5
bru0187	BCCN 92-117	B.melitensis rough	sheep	Le Flèche2006	1992	51	France (12)	255	3	5	3	13	1	1	3	3	7	21	8	6	4	9	5	3
bru0188	BCCN 94-62	B.melitensis rough	human	Al Dahouk2007	1994	43	France (47)	256	1	5	3	13	3	2	3	2	5	5	8	3	4	3	5	5
bru0189	BCCN 96-144	B.melitensis rough	human	Al Dahouk2007	1996	51	Algeria	257	3	5	3	13	1	1	3	3	8	22	8	7	2	7	4	3
bru0190	BCCN 96-147	B.melitensis rough	human	Al Dahouk2007	1996	51	Algeria	258	3	5	3	13	1	1	3	3	9	21	8	6	6	3	5	3
bru0191	BCCN 94-49	B.melitensis rough	sheep	Le Flèche2006	1994	42	India	259	1	5	3	13	2	2	3	2	4	20	8	5	4	3	6	4
bru0193	BCCN 92-73	B.abortus biovar 1	cattle	Le Flèche2006	1992	33	France (87)	260	3	5	4	12	2	2	3	3	6	21	8	5	6	3	4	4
bru0195	BCCN 95-11	B.abortus biovar 1	cattle	Le Flèche2006	1995	33	France (63)	261	3	5	4	12	2	2	3	3	6	21	8	5	7	3	4	4
bru0196	BCCN 95-19	B.abortus biovar 1	chamois	Le Flèche2006	1995	28	France (73)	262	4	5	4	12	2	2	3	3	6	21	8	4	4	3	3	4
bru0197	BCCN 95-51	B.abortus biovar 1	cattle	Le Flèche2006	1995	28	Argentina	263	4	5	4	12	2	2	3	3	6	21	8	3	4	3	6	5
bru0199	BCCN 95-55	B.abortus biovar 1	cattle	Le Flèche2006	1995	28	Costa Rica	264	4	5	4	12	2	2	3	3	6	21	8	3	4	3	3	5
bru0200	BCCN 96-62	B.abortus biovar 1	cattle	Le Flèche2006	1996	28	Italia (Sicilia)	265	4	5	4	12	2	2	3	3	4	21	8	4	4	3	3	4
bru0202	BCCN V1	B.abortus biovar 1	cattle	Le Flèche2006	UNK	28	United States	266	4	5	4	12	2	2	3	3	6	21	8	3	5	3	3	5
bru0205	BCCN 91-90	B.abortus biovar 3	cattle	Le Flèche2006	1991	36	Greece	267	4	5	3	12	2	2	3	1	6	21	8	4	5	4	3	3
bru0206	BCCN 92-25	B.abortus biovar 3	cattle	Le Flèche2006	1992	36	France (85)	268	4	5	3	12	2	2	3	1	6	21	8	4	5	5	4	3
bru0207	BCCN 93-15	B.abortus biovar 3	cattle	Le Flèche2006	1993	36	Spain (Pamplona)	269	4	5	3	12	2	2	3	1	6	21	8	4	5	6	4	3
bru0208	BCCN 93-26	B.abortus biovar 3	dromedary	Le Flèche2006	1993	34	Sudan	270	3	5	4	11	2	2	3	3	6	20	8	6	8	3	7	7
bru0209	BCCN 94-18	B.abortus biovar 3	cattle	Le Flèche2006	1994	36	France (87)	271	4	5	3	12	2	2	3	1	6	21	8	4	5	7	3	3
bru0211	BCCN 94-19	B.abortus biovar 3	cattle	Le Flèche2006	1994	36	France (87)	272	4	5	3	12	2	2	3	1	6	22	8	4	5	7	3	3
bru0212	BCCN 95-7	B.abortus biovar 3	cattle	Le Flèche2006	1995	36	France (87)	273	4	5	3	12	2	2	3	1	6	22	8	4	5	5	3	3
bru0213	BCCN 95-34	B.abortus biovar 3	cattle	Le Flèche2006	1995	36	Italia (Sicilia)	274	4	5	3	12	2	2	3	1	6	22	8	3	5	8	3	3
bru0214	BCCN 95-31	B.abortus biovar 4	cattle	Le Flèche2006	1995	28	Italia (Sicilia)	275	4	5	4	12	2	2	3	3	6	22	8	4	7	3	4	5
bru0215	BCCN 80-133	B.abortus biovar 9	dog	Le Flèche2006	1980	39	Belgium	276	3	5	3	12	2	2	2	3	7	22	8	4	5	3	4	3
bru0217	BCCN 87-46	B.abortus biovar 9	cattle	Le Flèche2006	1987	39	France (65)	277	3	5	3	12	2	2	2	3	7	21	8	4	6	3	3	3
bru0218	BCCN 99-98	B.abortus biovar 7	cattle	Le Flèche2006	1999	36	Mongolia	278	4	5	3	12	2	2	3	1	6	21	8	5	6	4	3	3
bru0219	BCCN V5	B.abortus	cattle	Le Flèche2006	UNK	27	United States	279	4	5	4	12	2	3	3	3	6	21	8	3	7	3	3	5
bru0220	BCCN R22	B.ovis	sheep	Le Flèche2006	UNK	1	United States	280	3	5	2	10	1	1	5	2	3	4	9	9	9	9	14	2
bru0223	BCCN 98-46	B.ovis	sheep	Le Flèche2006	1998	1	Argentina	282	3	5	2	10	1	1	5	2	3	4	9	6	12	12	14	2
bru0240	BfR 1	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	Turkey	283	1	5	3	13	3	2	3	2	4	20	8	5	5	3	4	4
bru0241	BfR 2	B.melitensis biovar 2	human	Al Dahouk2007	2002	42	Turkey	284	1	5	3	13	2	2	3	2	4	20	8	7	6	3	5	5
bru0242	BfR 3	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	Turkey	285	1	5	3	13	3	2	3	2	4	20	8	6	4	3	5	4
bru0243	BfR 4	B.melitensis biovar 2	human	Al Dahouk2007	2002	42	Turkey	286	1	5	3	13	2	2	3	2	4	20	8	6	5	3	8	6
bru0244	BfR 5	B.melitensis biovar 2	human	Al Dahouk2007	2002	42	Turkey	287	1	5	3	13	2	2	3	2	4	20	8	5	9	3	6	5
bru0245	BfR 6	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	Turkey	288	1	5	3	13	3	2	3	2	5	18	8	4	4	3	5	6
bru0247	BfR 7	B.melitensis biovar 2	human	Al Dahouk2007	2002	42	Turkey	289	1	5	3	13	2	2	3	2	4	20	8	4	8	3	8	5
bru0248	BfR 8	B.melitensis biovar 1	human	Al Dahouk2007	2002	43	Turkey	290	1	5	3	13	3	2	3	2	4	20	8	3	4	3	5	5
bru0250	BfR 10	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	Turkey	291	1	5	3	13	3	2	3	2	4	20	8	6	5	3	5	5
bru0251	BfR 11	B.melitensis biovar 1	human	Al Dahouk2007	2002	43	Turkey	292	1	5	3	13	3	2	3	2	4	20	8	6	3	3	5	4
bru0252	BfR 12	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	Greece	293	1	5	3	13	3	2	3	2	5	20	8	5	4	3	4	4
bru0254	BfR 13	B.melitensis biovar 2	human	Al Dahouk2007	2002	61	Turkey	294	1	5	3	14	3	2	3	2	5	18	8	6	4	3	5	6
bru0256	BfR 15	B.melitensis biovar 1	human	Al Dahouk2007	2002	43	Turkey	295	1	5	3	13	3	2	3	2	4	20	8	5	4	3	4	5
bru0259	BfR I	B.melitensis biovar 1	human	Al Dahouk2007	2003	58	Turkey	297	1	5	3	13	3	1	3	2	4	20	8	4	4	3	5	6
bru0261	BfR II	B.melitensis biovar 1	human	Al Dahouk2007	2003	42	?	298	1	5	3	13	2	2	3	2	4	20	8	8	4	3	5	7
bru0262	BfR III	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	Turkey	299	1	5	3	13	3	2	3	2	4	20	8	5	5	3	7	5
bru0263	BfR IV	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	Lebanon	300	1	5	3	13	3	2	3	2	4	20	8	4	4	3	6	4
bru0266	BfR VII	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	Syria	301	1	5	3	13	3	2	3	2	4	20	8	4	4	3	4	4
bru0269	BfR IX	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	Turkey	302	1	5	3	13	3	2	3	2	4	20	8	4	4	3	5	5
bru0270	BfR X	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	Bosnia	303	1	5	3	13	3	2	3	2	4	20	8	7	4	3	7	8
bru0272	BfR XII	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	Turkey	304	1	5	3	13	3	2	3	2	4	20	8	5	4	3	5	4
bru0274	BfR XIV	B.melitensis biovar 2	human	Al Dahouk2007	2003	43	?	305	1	5	3	13	3	2	3	2	4	20	8	5	4	7	6	3
bru0301	BfR 1	B.melitensis biovar 2	human	Al Dahouk2007	1999	51	Switzerland (Bern)	306	3	5	3	13	1	1	3	3	8	21	8	5	7	8	5	3
bru0302	BfR 2	B.melitensis biovar 2	human	Al Dahouk2007	2000	51	Switzerland (Bern)	307	3	5	3	13	1	1	3	3	7	21	8	4	5	7	6	3
bru0304	BfR 4	B.melitensis biovar 2	human	Al Dahouk2007	2000	42	Switzerland (Bern)	308	1	5	3	13	2	2	3	2	4	20	8	5	7	3	6	6
bru0305	BfR 5	B.melitensis biovar 2	human	Al Dahouk2007	2004	43	Germany (Düsseldorf)	309	1	5	3	13	3	2	3	2	4	20	8	6	4	6	5	3
bru0308	BfR 7	B.abortus biovar 6	cattle 	Le Flèche2006	UNK	34	Tchad	310	3	5	4	11	2	2	3	3	6	20	8	6	4	3	8	4
bru0309	BfR 8	B.abortus biovar 6	cattle 	Le Flèche2006	UNK	35	Tchad	311	3	5	4	11	2	1	3	3	6	20	8	5	4	3	6	5
bru0310	BfR 9	B.suis biovar 2	wild boar	Le Flèche2006	2002	7	Germany (Halle)	312	2	4	8	15	6	1	5	6	7	21	9	13	7	20	2	10
bru0314	BfR 12	B.melitensis biovar 1	human	Al Dahouk2007	1999	62	Turkey	313	1	3	3	13	2	2	3	2	4	20	8	7	5	3	6	7
bru0315	BfR 13	B.melitensis biovar 1	human	Al Dahouk2007	1999	43	Turkey	314	1	5	3	13	3	2	3	2	4	20	8	4	4	3	5	6
bru0316	BfR 14	B.melitensis biovar 1	human	Al Dahouk2007	2000	59	Germany (München, lab)	315	1	5	2	13	3	2	3	2	4	20	8	5	3	6	5	5
bru0319	BfR 16	B.melitensis biovar 1	human	Al Dahouk2007	2001	43	Germany (Stuttgart, lab)	316	1	5	3	13	3	2	3	2	4	20	8	6	4	3	7	5
bru0320	BfR 17	B.melitensis biovar 1	human	Al Dahouk2007	2000	53	Germany (Berlin)	317	3	4	3	13	5	3	3	3	4	18	5	2	5	3	4	5
bru0321	BfR 18	B.melitensis biovar 1	human	Al Dahouk2007	2000	57	Turkey	318	1	5	3	13	3	3	3	2	4	20	8	5	4	3	7	8
bru0322	BfR 19	B.melitensis biovar 1	human	Al Dahouk2007	1995	43	Germany (Mannheim)	319	1	5	3	13	3	2	3	2	4	20	8	6	4	3	6	4
bru0323	BfR 20	B.melitensis biovar 1	human	Al Dahouk2007	1998	65	Pakistan	320	3	5	3	13	3	2	3	3	6	20	8	7	4	5	5	3
bru0327	BfR 23	B.melitensis biovar 1	goat	Le Flèche2006	UNK	41	United Arab Emirates	321	3	5	3	12	4	2	3	5	7	18	8	5	4	7	6	5
bru0329	BfR 25	B.melitensis biovar 1	goat	Le Flèche2006	UNK	41	United Arab Emirates	322	3	5	3	12	4	2	3	5	7	18	8	4	4	6	6	5
bru0332	BfR 27	B.melitensis biovar 1	human	Al Dahouk2007	2002	66	?	323	2	5	3	13	4	2	3	4	7	18	8	5	4	8	7	4
bru0333	BfR 28	B.melitensis biovar 1	human	Al Dahouk2007	2000	60	Switzerland (Bern)	324	1	5	3	13	3	2	2	2	6	5	8	4	4	3	6	5
bru0334	BfR 29	B.melitensis biovar 2	human	Al Dahouk2007	1999	42	?	325	1	5	3	13	2	2	3	2	4	20	8	6	9	3	6	5
bru0335	BfR 30	B.melitensis biovar 2	human	Al Dahouk2007	1999	42	Turkey	326	1	5	3	13	2	2	3	2	4	20	8	5	6	3	6	7
bru0337	BfR 31	B.melitensis biovar 2	human	Al Dahouk2007	2001	51	Germany (München)	327	3	5	3	13	1	1	3	3	7	21	8	8	5	8	4	3
bru0339	BfR 33	B.melitensis biovar 2	human	Al Dahouk2007	2001	43	Germany (Ulm)	328	1	5	3	13	3	2	3	2	4	20	8	3	5	3	5	5
bru0340	BfR 34	B.melitensis biovar 2	human	Al Dahouk2007	2000	43	Turkey	329	1	5	3	13	3	2	3	2	4	20	8	5	4	3	6	4
bru0341	BfR 35	B.melitensis biovar 2	human	Al Dahouk2007	2000	51	Germany (München)	330	3	5	3	13	1	1	3	3	7	21	8	5	5	9	7	3
bru0343	BfR 36	B.melitensis biovar 2	human	Al Dahouk2007	2000	43	Germany (Berlin)	331	1	5	3	13	3	2	3	2	5	18	8	4	4	3	5	4
bru0344	BfR 37	B.melitensis biovar 2	human	Al Dahouk2007	1997	42	Turkey	332	1	5	3	13	2	2	3	2	4	21	8	8	7	3	3	5
bru0345	BfR 38	B.melitensis biovar 3	human	Al Dahouk2007	1996	42	Germany (Berlin)	333	1	5	3	13	2	2	3	2	4	21	8	7	6	3	4	5
bru0346	BfR 39	B.melitensis biovar 2	human	Al Dahouk2007	2002	42	Portugal	334	1	5	3	13	2	2	3	2	4	21	8	7	7	3	4	5
bru0347	BfR 40	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	Germany (München)	335	1	5	3	13	3	2	3	2	4	21	8	5	4	3	4	5
bru0350	BfR 42	B.melitensis biovar 2	human	Al Dahouk2007	2002	43	?	336	1	5	3	13	3	2	3	2	4	21	8	5	4	3	6	4
bru0351	BfR 43	B.melitensis biovar 2	unknown	Le Flèche2006	1972	43	?	337	1	5	3	13	3	2	3	2	5	5	8	3	4	3	7	5
bru0352	BfR 44	B.melitensis biovar 2	unknown	Le Flèche2006	1972	43	?	338	1	5	3	13	3	2	3	2	5	5	8	3	4	3	6	5
bru0353	BfR 45	B.melitensis biovar 2	human	Al Dahouk2007	1999	43	?	339	1	5	3	13	3	2	3	2	4	21	8	2	4	3	4	4
bru0355	BfR 46	B.melitensis biovar 2	unknown	Le Flèche2006	1999	43	Germany (Bonn)	340	1	5	3	13	3	2	3	2	4	20	8	6	4	4	7	3
bru0356	BfR 47	B.melitensis biovar 2	human	Al Dahouk2007	1999	43	Turkey	341	1	5	3	13	3	2	3	2	4	21	8	6	4	4	7	3
bru0359	BfR 50	B.melitensis biovar 2	sheep	Le Flèche2006	1990	43	Syria (Aleppo)	342	1	5	3	13	3	2	3	2	4	21	8	8	4	8	7	3
bru0361	BfR 51	B.melitensis biovar 2	sheep	Le Flèche2006	1990	43	Syria (Meskane)	343	1	5	3	13	3	2	3	2	4	21	8	4	4	3	5	4
bru0362	BfR 52	B.melitensis biovar 2	human	Al Dahouk2007	2000	43	Switzerland (Bern)	344	1	5	3	13	3	2	3	2	4	21	8	4	5	3	5	4
bru0363	BfR 53	B.melitensis biovar 2	human	Al Dahouk2007	2001	51	Switzerland (Bern)	345	3	5	3	13	1	1	3	3	7	22	8	5	5	7	7	3
bru0364	BfR 54	B.melitensis biovar 2	human	Al Dahouk2007	2001	43	Switzerland (Bern)	346	1	5	3	13	3	2	3	2	4	21	8	4	5	3	6	4
bru0367	BfR 56	B.melitensis biovar 2	human	Al Dahouk2007	2002	49	Switzerland (Bern)	347	3	6	3	14	1	1	3	3	7	21	8	6	4	7	8	3
bru0368	BfR 57	B.melitensis biovar 2	human	Al Dahouk2007	2002	49	Switzerland (Bern)	348	3	6	3	14	1	1	3	3	7	21	8	6	4	9	10	3
bru0369	BfR 58	B.melitensis biovar 2	human	Al Dahouk2007	2004	49	Italy	349	3	6	3	14	1	1	3	3	7	21	8	8	7	10	5	3
bru0370	BfR 59	B.melitensis biovar 2	human	Al Dahouk2007	2004	51	Italy	350	3	5	3	13	1	1	3	3	8	21	8	6	4	10	6	3
bru0371	BfR 60	B.melitensis biovar 3	human	Al Dahouk2007	2001	43	Turkey	351	1	5	3	13	3	2	3	2	4	20	8	5	4	6	9	3
bru0373	BfR 61	B.melitensis biovar 3	human	Al Dahouk2007	2001	57	Turkey	352	1	5	3	13	3	3	3	2	4	20	8	6	4	3	6	4
bru0374	BfR 62	B.melitensis biovar 3	human	Al Dahouk2007	2001	43	Irak	353	1	5	3	13	3	2	3	2	4	20	8	4	4	3	4	5
bru0375	BfR 63	B.melitensis biovar 3	human	Al Dahouk2007	2001	43	Greece	354	1	5	3	13	3	2	3	2	4	20	8	6	5	3	5	4
bru0376	BfR 64	B.melitensis biovar 3	human	Al Dahouk2007	1996	43	Turkey	355	1	5	3	13	3	2	3	2	4	20	8	5	4	3	4	4
bru0377	BfR 65	B.melitensis biovar 3	human	Al Dahouk2007	1997	43	?	356	1	5	3	13	3	2	3	2	4	20	8	4	4	6	7	3
